"","lon","lat","lon.ind","lat.ind","ind","elev","airpr","year","abs","variable","value","absorp","fitcomp"
"268",-106.0625,39.8125,24,23,330,3104,69.1862657071917,"1999",3,"fec",1.57954864577231,"wing absorptivity= 0.5","flight activity time (hr)"
"270",-105.4375,39.8125,29,23,335,2600,73.7489152831266,"1999",3,"fec",3.6874795684941,"wing absorptivity= 0.5","flight activity time (hr)"
"271",-105.3125,39.8125,30,23,336,2224,77.3090041548649,"1999",3,"fec",5.64675798682526,"wing absorptivity= 0.5","flight activity time (hr)"
"272",-105.1875,39.8125,31,23,337,1801,81.4791362008173,"1999",3,"fec",4.33174692915969,"wing absorptivity= 0.5","flight activity time (hr)"
"273",-105.0625,39.8125,32,23,338,1626,83.2567604258181,"1999",3,"fec",4.29201648209678,"wing absorptivity= 0.5","flight activity time (hr)"
"274",-104.9375,39.8125,33,23,339,1586,83.6674505746493,"1999",3,"fec",3.49772518446198,"wing absorptivity= 0.5","flight activity time (hr)"
"275",-108.8125,39.6875,2,22,342,2190,77.6376656636758,"1999",3,"fec",5.45830364449248,"wing absorptivity= 0.5","flight activity time (hr)"
"276",-108.6875,39.6875,3,22,343,2295,76.6263137532547,"1999",3,"fec",5.47384631074319,"wing absorptivity= 0.5","flight activity time (hr)"
"279",-108.3125,39.6875,6,22,346,2332,76.2724852938714,"1999",3,"fec",5.25289842699814,"wing absorptivity= 0.5","flight activity time (hr)"
"280",-108.1875,39.6875,7,22,347,2341,76.1866192734156,"1999",3,"fec",5.29838413391652,"wing absorptivity= 0.5","flight activity time (hr)"
"285",-107.5625,39.6875,12,22,352,2660,73.1933087641336,"1999",3,"fec",5.49316085632942,"wing absorptivity= 0.5","flight activity time (hr)"
"290",-106.8125,39.6875,18,22,358,2498,74.7012813538904,"1999",3,"fec",4.9319156067445,"wing absorptivity= 0.5","flight activity time (hr)"
"291",-106.6875,39.6875,19,22,359,2358,76.0246414660185,"1999",3,"fec",4.88392247339413,"wing absorptivity= 0.5","flight activity time (hr)"
"295",-105.5625,39.6875,28,22,368,2829,71.6465433997188,"1999",3,"fec",3.54373100877648,"wing absorptivity= 0.5","flight activity time (hr)"
"296",-105.4375,39.6875,29,22,369,2748,72.3845545881729,"1999",3,"fec",3.76016963927281,"wing absorptivity= 0.5","flight activity time (hr)"
"298",-105.1875,39.6875,31,22,371,1967,79.8214580563979,"1999",3,"fec",5.53156014555397,"wing absorptivity= 0.5","flight activity time (hr)"
"299",-105.0625,39.6875,32,22,372,1641,83.1031731240158,"1999",3,"fec",4.36420065779046,"wing absorptivity= 0.5","flight activity time (hr)"
"300",-104.9375,39.6875,33,22,373,1630,83.2157813569189,"1999",3,"fec",3.67232921120458,"wing absorptivity= 0.5","flight activity time (hr)"
"301",-108.8125,39.5625,2,21,376,2120,78.317884638383,"1999",3,"fec",5.67848828307296,"wing absorptivity= 0.5","flight activity time (hr)"
"302",-108.6875,39.5625,3,21,377,2166,77.8703424788502,"1999",3,"fec",5.60557536816499,"wing absorptivity= 0.5","flight activity time (hr)"
"304",-108.4375,39.5625,5,21,379,2171,77.8218216397763,"1999",3,"fec",5.51525163314198,"wing absorptivity= 0.5","flight activity time (hr)"
"309",-107.8125,39.5625,10,21,384,1716,82.338673907453,"1999",3,"fec",4.16811709484298,"wing absorptivity= 0.5","flight activity time (hr)"
"310",-107.6875,39.5625,11,21,385,1702,82.4809463869158,"1999",3,"fec",4.12568902538646,"wing absorptivity= 0.5","flight activity time (hr)"
"311",-107.5625,39.5625,12,21,386,1887,80.6168951206719,"1999",3,"fec",4.11786659561395,"wing absorptivity= 0.5","flight activity time (hr)"
"317",-106.8125,39.5625,18,21,392,2765,72.2291552594997,"1999",3,"fec",4.65934662812078,"wing absorptivity= 0.5","flight activity time (hr)"
"318",-106.6875,39.5625,19,21,393,2795,71.955580199019,"1999",3,"fec",4.15450163174661,"wing absorptivity= 0.5","flight activity time (hr)"
"319",-106.4375,39.5625,21,21,395,3092,69.292175559638,"1999",3,"fec",2.22300970798137,"wing absorptivity= 0.5","flight activity time (hr)"
"320",-106.0625,39.5625,24,21,398,2946,70.5912946346862,"1999",3,"fec",2.27574340746349,"wing absorptivity= 0.5","flight activity time (hr)"
"322",-105.5625,39.5625,28,21,402,3108,69.150991566276,"1999",3,"fec",0.812236322302778,"wing absorptivity= 0.5","flight activity time (hr)"
"323",-105.4375,39.5625,29,21,403,2934,70.6989424837614,"1999",3,"fec",3.63049769433959,"wing absorptivity= 0.5","flight activity time (hr)"
"326",-105.0625,39.5625,32,21,406,1690,82.6030526010608,"1999",3,"fec",3.89846929967203,"wing absorptivity= 0.5","flight activity time (hr)"
"327",-104.9375,39.5625,33,21,407,1785,81.6403738942113,"1999",3,"fec",3.72064546268142,"wing absorptivity= 0.5","flight activity time (hr)"
"328",-108.8125,39.4375,2,20,410,1878,80.7067819630226,"1999",3,"fec",4.31840455415074,"wing absorptivity= 0.5","flight activity time (hr)"
"329",-108.6875,39.4375,3,20,411,2103,78.4838067743106,"1999",3,"fec",5.46898265613659,"wing absorptivity= 0.5","flight activity time (hr)"
"331",-108.4375,39.4375,5,20,413,2204,77.5021977147721,"1999",3,"fec",5.5944873904364,"wing absorptivity= 0.5","flight activity time (hr)"
"332",-108.3125,39.4375,6,20,414,1914,80.3477208547846,"1999",3,"fec",5.35804233182611,"wing absorptivity= 0.5","flight activity time (hr)"
"334",-108.0625,39.4375,8,20,416,1686,82.6437871843598,"1999",3,"fec",4.97402100690296,"wing absorptivity= 0.5","flight activity time (hr)"
"336",-107.8125,39.4375,10,20,418,2205,77.4925287616181,"1999",3,"fec",5.38015463520215,"wing absorptivity= 0.5","flight activity time (hr)"
"337",-107.6875,39.4375,11,20,419,1897,80.5171159437657,"1999",3,"fec",4.38603061184052,"wing absorptivity= 0.5","flight activity time (hr)"
"338",-107.5625,39.4375,12,20,420,2210,77.4441986461184,"1999",3,"fec",5.05114637216343,"wing absorptivity= 0.5","flight activity time (hr)"
"350",-105.4375,39.4375,29,20,437,2628,73.4892088303386,"1999",3,"fec",4.00709890725831,"wing absorptivity= 0.5","flight activity time (hr)"
"353",-105.0625,39.4375,32,20,440,1802,81.4690674130011,"1999",3,"fec",4.50199538770414,"wing absorptivity= 0.5","flight activity time (hr)"
"354",-104.9375,39.4375,33,20,441,1828,81.2076323506252,"1999",3,"fec",4.02205264246728,"wing absorptivity= 0.5","flight activity time (hr)"
"355",-108.8125,39.3125,2,19,444,1489,84.6701899878699,"1999",3,"fec",3.21024131828075,"wing absorptivity= 0.5","flight activity time (hr)"
"356",-108.6875,39.3125,3,19,445,1523,84.31761283228,"1999",3,"fec",3.04721514197467,"wing absorptivity= 0.5","flight activity time (hr)"
"357",-108.5625,39.3125,4,19,446,2022,79.2782908939811,"1999",3,"fec",4.41530865483624,"wing absorptivity= 0.5","flight activity time (hr)"
"358",-108.4375,39.3125,5,19,447,1998,79.5149400158934,"1999",3,"fec",4.63018471842612,"wing absorptivity= 0.5","flight activity time (hr)"
"359",-108.3125,39.3125,6,19,448,1624,83.2772560870284,"1999",3,"fec",3.4274120299173,"wing absorptivity= 0.5","flight activity time (hr)"
"360",-108.1875,39.3125,7,19,449,1593,83.5954616334925,"1999",3,"fec",3.34370857506986,"wing absorptivity= 0.5","flight activity time (hr)"
"361",-108.0625,39.3125,8,19,450,2220,77.3476116362806,"1999",3,"fec",5.38570365729396,"wing absorptivity= 0.5","flight activity time (hr)"
"365",-107.5625,39.3125,12,19,454,2575,73.9814235679879,"1999",3,"fec",5.23490691455587,"wing absorptivity= 0.5","flight activity time (hr)"
"366",-107.4375,39.3125,13,19,455,2801,71.9009660079436,"1999",3,"fec",4.37670889965912,"wing absorptivity= 0.5","flight activity time (hr)"
"368",-107.1875,39.3125,15,19,457,2479,74.8797781033909,"1999",3,"fec",5.10362119016261,"wing absorptivity= 0.5","flight activity time (hr)"
"371",-106.8125,39.3125,18,19,460,3078,69.4159029372326,"1999",3,"fec",3.34487830952409,"wing absorptivity= 0.5","flight activity time (hr)"
"375",-105.4375,39.3125,29,19,471,3169,68.6148627754778,"1999",3,"fec",2.4439305168227,"wing absorptivity= 0.5","flight activity time (hr)"
"378",-105.0625,39.3125,32,19,474,2309,76.4922767489444,"1999",3,"fec",5.30679794791831,"wing absorptivity= 0.5","flight activity time (hr)"
"379",-104.9375,39.3125,33,19,475,1978,79.7125842726296,"1999",3,"fec",4.631195310231,"wing absorptivity= 0.5","flight activity time (hr)"
"380",-108.8125,39.1875,2,18,478,1392,85.6826384247401,"1999",3,"fec",3.33717589097991,"wing absorptivity= 0.5","flight activity time (hr)"
"381",-108.6875,39.1875,3,18,479,1422,85.3684686836403,"1999",3,"fec",3.14053352033323,"wing absorptivity= 0.5","flight activity time (hr)"
"382",-108.5625,39.1875,4,18,480,1639,83.1236381650438,"1999",3,"fec",3.23774129272401,"wing absorptivity= 0.5","flight activity time (hr)"
"383",-108.4375,39.1875,5,18,481,1954,79.9502822809455,"1999",3,"fec",3.43263613989544,"wing absorptivity= 0.5","flight activity time (hr)"
"384",-108.3125,39.1875,6,18,482,1676,82.7456948095034,"1999",3,"fec",3.16704725256377,"wing absorptivity= 0.5","flight activity time (hr)"
"385",-108.1875,39.1875,7,18,483,1731,82.1864596883715,"1999",3,"fec",3.52261582815368,"wing absorptivity= 0.5","flight activity time (hr)"
"386",-108.0625,39.1875,8,18,484,1852,80.96691102987,"1999",3,"fec",4.87818950131247,"wing absorptivity= 0.5","flight activity time (hr)"
"387",-107.9375,39.1875,9,18,485,2011,79.3866841784205,"1999",3,"fec",5.53635312845618,"wing absorptivity= 0.5","flight activity time (hr)"
"390",-107.5625,39.1875,12,18,488,2931,70.7258752044871,"1999",3,"fec",4.31593249971221,"wing absorptivity= 0.5","flight activity time (hr)"
"394",-107.0625,39.1875,16,18,492,3057,69.6018293743317,"1999",3,"fec",1.78696332694159,"wing absorptivity= 0.5","flight activity time (hr)"
"396",-106.8125,39.1875,18,18,494,2831,71.6283982890158,"1999",3,"fec",3.76072703307094,"wing absorptivity= 0.5","flight activity time (hr)"
"397",-106.3125,39.1875,22,18,498,3086,69.3451796935531,"1999",3,"fec",1.72703558857483,"wing absorptivity= 0.5","flight activity time (hr)"
"398",-106.0625,39.1875,24,18,500,3134,68.9220644409703,"1999",3,"fec",1.32341931325622,"wing absorptivity= 0.5","flight activity time (hr)"
"399",-105.9375,39.1875,25,18,501,2948,70.573366237124,"1999",3,"fec",2.26086420975905,"wing absorptivity= 0.5","flight activity time (hr)"
"402",-105.5625,39.1875,28,18,504,3035,69.7970417461001,"1999",3,"fec",3.39914289175977,"wing absorptivity= 0.5","flight activity time (hr)"
"407",-104.9375,39.1875,33,18,509,2248,77.0776868156497,"1999",3,"fec",5.22628415274413,"wing absorptivity= 0.5","flight activity time (hr)"
"408",-108.8125,39.0625,2,17,512,2054,78.9636461887737,"1999",3,"fec",3.8715710183549,"wing absorptivity= 0.5","flight activity time (hr)"
"409",-108.6875,39.0625,3,17,513,1955,79.9403667521791,"1999",3,"fec",3.43281822544436,"wing absorptivity= 0.5","flight activity time (hr)"
"410",-108.5625,39.0625,4,17,514,1441,85.1699774406946,"1999",3,"fec",3.25140817571689,"wing absorptivity= 0.5","flight activity time (hr)"
"411",-108.4375,39.0625,5,17,515,1459,84.9822779863558,"1999",3,"fec",3.45525389105079,"wing absorptivity= 0.5","flight activity time (hr)"
"412",-108.3125,39.0625,6,17,516,2037,79.130675030352,"1999",3,"fec",3.83238178340933,"wing absorptivity= 0.5","flight activity time (hr)"
"413",-108.1875,39.0625,7,17,517,2911,70.9056390683449,"1999",3,"fec",4.9969327833502,"wing absorptivity= 0.5","flight activity time (hr)"
"416",-107.8125,39.0625,10,17,520,3106,69.168626815953,"1999",3,"fec",2.93482937516193,"wing absorptivity= 0.5","flight activity time (hr)"
"417",-107.6875,39.0625,11,17,521,3134,68.9220644409703,"1999",3,"fec",2.47963155244098,"wing absorptivity= 0.5","flight activity time (hr)"
"421",-107.1875,39.0625,15,17,525,3018,69.9481911199289,"1999",3,"fec",2.33875598186046,"wing absorptivity= 0.5","flight activity time (hr)"
"424",-105.9375,39.0625,25,17,535,2797,71.9373717376699,"1999",3,"fec",3.73273818849307,"wing absorptivity= 0.5","flight activity time (hr)"
"428",-105.4375,39.0625,29,17,539,2691,72.9075762938785,"1999",3,"fec",3.98669485574843,"wing absorptivity= 0.5","flight activity time (hr)"
"429",-105.3125,39.0625,30,17,540,2692,72.8983741783074,"1999",3,"fec",5.42109012172054,"wing absorptivity= 0.5","flight activity time (hr)"
"430",-105.1875,39.0625,31,17,541,2685,72.9628087418448,"1999",3,"fec",5.2539643909995,"wing absorptivity= 0.5","flight activity time (hr)"
"431",-105.0625,39.0625,32,17,542,2683,72.981227085138,"1999",3,"fec",5.41390080731551,"wing absorptivity= 0.5","flight activity time (hr)"
"433",-108.8125,38.9375,2,16,546,2197,77.5699077431823,"1999",3,"fec",5.06638986388767,"wing absorptivity= 0.5","flight activity time (hr)"
"434",-108.6875,38.9375,3,16,547,2284,76.7317619080132,"1999",3,"fec",5.13142223975361,"wing absorptivity= 0.5","flight activity time (hr)"
"435",-108.5625,38.9375,4,16,548,1751,81.9838619103819,"1999",3,"fec",4.38701253769462,"wing absorptivity= 0.5","flight activity time (hr)"
"436",-108.4375,38.9375,5,16,549,1509,84.4626473948555,"1999",3,"fec",3.65133741695577,"wing absorptivity= 0.5","flight activity time (hr)"
"437",-108.3125,38.9375,6,16,550,1768,81.8119719335137,"1999",3,"fec",3.75918567679426,"wing absorptivity= 0.5","flight activity time (hr)"
"438",-108.1875,38.9375,7,16,551,2358,76.0246414660185,"1999",3,"fec",5.66171585067427,"wing absorptivity= 0.5","flight activity time (hr)"
"440",-107.9375,38.9375,9,16,553,2238,77.174000832551,"1999",3,"fec",5.78751807452666,"wing absorptivity= 0.5","flight activity time (hr)"
"443",-107.5625,38.9375,12,16,556,2269,76.8757441784739,"1999",3,"fec",5.44003345636202,"wing absorptivity= 0.5","flight activity time (hr)"
"446",-107.1875,38.9375,15,16,559,2692,72.8983741783074,"1999",3,"fec",3.55813558155198,"wing absorptivity= 0.5","flight activity time (hr)"
"447",-106.1875,38.9375,23,16,567,2859,71.374757204862,"1999",3,"fec",3.68102321253841,"wing absorptivity= 0.5","flight activity time (hr)"
"449",-105.9375,38.9375,25,16,569,2788,72.0193392052751,"1999",3,"fec",3.85201944421088,"wing absorptivity= 0.5","flight activity time (hr)"
"453",-105.4375,38.9375,29,16,573,2735,72.5035719447977,"1999",3,"fec",3.61605314115865,"wing absorptivity= 0.5","flight activity time (hr)"
"454",-105.3125,38.9375,30,16,574,2604,73.7117689297402,"1999",3,"fec",5.25638514689096,"wing absorptivity= 0.5","flight activity time (hr)"
"455",-105.1875,38.9375,31,16,575,2758,72.2931104680062,"1999",3,"fec",4.37015681440369,"wing absorptivity= 0.5","flight activity time (hr)"
"456",-105.0625,38.9375,32,16,576,2689,72.9259833468035,"1999",3,"fec",4.27503206161041,"wing absorptivity= 0.5","flight activity time (hr)"
"460",-108.5625,38.8125,4,15,582,2224,77.3090041548649,"1999",3,"fec",5.62207562277334,"wing absorptivity= 0.5","flight activity time (hr)"
"461",-108.4375,38.8125,5,15,583,2061,78.8949526396922,"1999",3,"fec",4.06155174280541,"wing absorptivity= 0.5","flight activity time (hr)"
"462",-108.3125,38.8125,6,15,584,1585,83.6777388056611,"1999",3,"fec",4.09334285171096,"wing absorptivity= 0.5","flight activity time (hr)"
"463",-108.1875,38.8125,7,15,585,1631,83.205539142057,"1999",3,"fec",4.02452971822014,"wing absorptivity= 0.5","flight activity time (hr)"
"464",-108.0625,38.8125,8,15,586,1571,83.8218816346293,"1999",3,"fec",4.8288205316178,"wing absorptivity= 0.5","flight activity time (hr)"
"465",-107.9375,38.8125,9,15,587,1601,83.5132499813368,"1999",3,"fec",3.5008395538759,"wing absorptivity= 0.5","flight activity time (hr)"
"470",-107.3125,38.8125,14,15,592,2638,73.3966362000304,"1999",3,"fec",4.36763358557936,"wing absorptivity= 0.5","flight activity time (hr)"
"474",-106.6875,38.8125,19,15,597,3134,68.9220644409703,"1999",3,"fec",1.3505800357742,"wing absorptivity= 0.5","flight activity time (hr)"
"476",-106.1875,38.8125,23,15,601,2902,70.9866534177665,"1999",3,"fec",3.83590656743177,"wing absorptivity= 0.5","flight activity time (hr)"
"477",-106.0625,38.8125,24,15,602,2639,73.3873841328197,"1999",3,"fec",4.62175285453162,"wing absorptivity= 0.5","flight activity time (hr)"
"478",-105.9375,38.8125,25,15,603,2914,70.8786509285721,"1999",3,"fec",4.19550546184424,"wing absorptivity= 0.5","flight activity time (hr)"
"482",-105.4375,38.8125,29,15,607,2785,72.0466784940278,"1999",3,"fec",3.22889084554659,"wing absorptivity= 0.5","flight activity time (hr)"
"483",-105.3125,38.8125,30,15,608,2514,74.5512356772311,"1999",3,"fec",5.18783957483662,"wing absorptivity= 0.5","flight activity time (hr)"
"484",-105.1875,38.8125,31,15,609,2802,71.8918669069547,"1999",3,"fec",3.27740083370171,"wing absorptivity= 0.5","flight activity time (hr)"
"489",-108.4375,38.6875,5,14,617,2225,77.2993547230787,"1999",3,"fec",5.22354958164846,"wing absorptivity= 0.5","flight activity time (hr)"
"490",-108.3125,38.6875,6,14,618,1770,81.7917687837618,"1999",3,"fec",3.82526809568602,"wing absorptivity= 0.5","flight activity time (hr)"
"491",-108.1875,38.6875,7,14,619,1644,83.0724832123639,"1999",3,"fec",3.21656086895782,"wing absorptivity= 0.5","flight activity time (hr)"
"492",-108.0625,38.6875,8,14,620,1568,83.8527955258032,"1999",3,"fec",3.1308279375144,"wing absorptivity= 0.5","flight activity time (hr)"
"493",-107.9375,38.6875,9,14,621,1604,83.4824374955077,"1999",3,"fec",3.54987863334948,"wing absorptivity= 0.5","flight activity time (hr)"
"494",-107.8125,38.6875,10,14,622,1967,79.8214580563979,"1999",3,"fec",4.92096876554557,"wing absorptivity= 0.5","flight activity time (hr)"
"495",-107.6875,38.6875,11,14,623,1941,80.0792748062367,"1999",3,"fec",4.91278926184441,"wing absorptivity= 0.5","flight activity time (hr)"
"498",-107.3125,38.6875,14,14,626,3066,69.5220973029037,"1999",3,"fec",3.09733740116506,"wing absorptivity= 0.5","flight activity time (hr)"
"499",-107.0625,38.6875,16,14,628,2740,72.4577773004525,"1999",3,"fec",2.97084827411642,"wing absorptivity= 0.5","flight activity time (hr)"
"500",-106.9375,38.6875,17,14,629,2769,72.1926300007236,"1999",3,"fec",4.19161491876158,"wing absorptivity= 0.5","flight activity time (hr)"
"501",-106.8125,38.6875,18,14,630,2740,72.4577773004525,"1999",3,"fec",3.34737155435941,"wing absorptivity= 0.5","flight activity time (hr)"
"503",-106.1875,38.6875,23,14,635,3166,68.6411508215342,"1999",3,"fec",3.03748813148544,"wing absorptivity= 0.5","flight activity time (hr)"
"504",-106.0625,38.6875,24,14,636,2473,74.9362171926239,"1999",3,"fec",5.59837094280299,"wing absorptivity= 0.5","flight activity time (hr)"
"505",-105.9375,38.6875,25,14,637,2989,70.2066458232158,"1999",3,"fec",3.63293414543671,"wing absorptivity= 0.5","flight activity time (hr)"
"508",-105.5625,38.6875,28,14,640,2690,72.9167793500193,"1999",3,"fec",4.13894115936745,"wing absorptivity= 0.5","flight activity time (hr)"
"509",-105.4375,38.6875,29,14,641,2786,72.0375644642002,"1999",3,"fec",4.76974498809909,"wing absorptivity= 0.5","flight activity time (hr)"
"510",-105.3125,38.6875,30,14,642,2400,75.6256562122961,"1999",3,"fec",5.75203761524576,"wing absorptivity= 0.5","flight activity time (hr)"
"511",-105.1875,38.6875,31,14,643,2642,73.3596335972895,"1999",3,"fec",5.42856006626282,"wing absorptivity= 0.5","flight activity time (hr)"
"513",-104.9375,38.6875,33,14,645,2934,70.6989424837614,"1999",3,"fec",5.36897716610445,"wing absorptivity= 0.5","flight activity time (hr)"
